ReturnId,IsReceiptPresent,ReceiptId,ReturnDate,ReturnPrice,CustomerName,Street,City,State,CustomerPhone,CreditCardNum,CreditCardExpire,GiftCardNumber,EmployeeId,CustomerID
2133,True,2902,2024-02-19 12:56:40.556605,935456677,Kim Robinson,735 Nguyen Street Apt. 814,Martinside,Utah,+1-240-511-9475x804,8260859591065795,2021-11-19 10:38:53.969725,1494,94877,10302
4124,True,7084,2024-02-11 19:38:23.411061,7815409,Barry Freeman,477 Martinez Creek Apt. 585,West Michelleville,Alaska,001-854-380-7898,7936565831126441,2020-11-26 10:21:29.924128,3600,94877,10303
1516,False,20,2024-03-07 13:05:05.614107,5395243,Dr. Regina Cox,071 Lee Wall Suite 903,Bradleyside,New Jersey,001-722-368-0351x20914,7786226885908151,2024-01-27 20:25:56.648023,4513,26093,10304
4992,False,6068,2024-02-16 19:07:45.020899,477545,Nicholas Pena,884 Devon Junction Apt. 717,South Amandachester,Oregon,001-828-852-2149x31181,4080055749989935,2021-01-26 18:50:57.798081,3621,69674,10305
8920,False,163,2024-03-24 14:33:24.294125,34,Brian Chapman,80743 Garcia Key,Taylorbury,Kansas,504.833.4962x881,7798191408261656,2023-10-27 21:09:20.596623,7887,61373,10306
9925,True,7603,2024-01-22 13:41:19.430148,8548379,Cheryl Malone,1329 Arias Hills,Roweberg,Vermont,5962047934,5121077006915792,2021-01-29 04:22:54.530318,323,60657,10307
6837,True,3095,2024-01-01 10:39:12.311436,81369822,Laura Flores,3511 Joshua Summit Suite 287,New Natalie,Kansas,001-224-200-0569x289,9401507614362678,2020-06-07 21:52:04.071923,7354,29733,10308
1942,True,5487,2024-01-14 03:46:12.440227,93,Richard Nelson,11195 Ibarra Circles Apt. 920,West Randyville,New Jersey,+1-539-555-7010x6600,1413242558235118,2023-01-03 05:32:40.509159,5824,19694,10309
3974,True,8082,2024-02-24 03:05:41.319870,32429,Angela Brown,2334 Davila Haven Suite 689,Moranhaven,Kentucky,001-312-510-0632,9752277540140467,2020-04-12 10:24:09.706063,4192,69674,10310
525,False,177,2024-01-09 11:04:55.519367,23,Danielle Gregory,739 Brewer Underpass,Ronaldbury,North Carolina,(871)824-0590,4789090434851633,2022-09-06 06:27:41.148503,2931,29733,10311
4715,False,2579,2024-01-06 17:27:24.061558,2280,Robert Butler,29122 Harris Avenue,Taylorborough,Wyoming,2549614665,5987463081633462,2023-01-19 08:14:19.736190,9438,27935,10312
3880,True,1843,2024-03-19 05:49:48.204390,4959004,Phillip Sullivan,881 Jenkins Viaduct,Allisonborough,Nebraska,575.761.5981x344,5023308418053918,2021-01-20 23:43:40.792228,2073,19694,10313
276,False,4471,2024-01-18 01:21:19.465005,2266771,Maria Avila,94385 Bowen Prairie Apt. 525,Jasonfurt,Illinois,+1-965-278-7467x037,4478562994801396,2023-02-26 19:04:58.784945,3233,94877,10314
7887,False,6225,2024-02-26 12:05:51.248821,5587706,John Tyler,99331 Andrew Flats,Robertfurt,Maine,001-754-388-2897x985,9729598980648351,2024-03-26 19:34:39.912316,579,28960,10315
2457,True,2425,2024-04-02 21:35:45.265810,964663,Mary Ramirez,9663 Gordon Viaduct,South Jenny,Kentucky,415-800-6938x32356,9750971361304812,2020-07-09 15:41:30.043945,851,84034,10316
8467,False,2228,2024-01-08 16:36:58.555995,2102909,Jeremy Wilson,176 Jason Key,Samanthashire,Vermont,(667)695-0802,2134302533624271,2020-03-19 14:37:50.046695,195,61373,10317
4915,False,3407,2024-01-19 04:01:19.653077,7561773,John Brown,141 Rodriguez Roads,Benjaminmouth,Hawaii,001-963-826-2160x72311,1345083503036906,2021-11-24 17:50:12.907482,5420,19694,10318
601,False,3802,2024-03-06 17:19:22.757629,4363761,David Ortiz,67507 Patrick Summit Suite 536,Michaelside,Florida,920.244.3246x5807,4368441979828034,2022-06-29 08:31:30.194784,4574,79023,10319
7995,False,5430,2024-02-08 12:44:39.171811,5821418,Gina Lopez,635 Rhodes Trafficway,South Kellyborough,Louisiana,371.261.5407x6130,0471422876953166,2021-12-11 19:50:17.342304,9250,57258,10320
451,True,1250,2024-04-02 02:54:59.698599,86,John Peters,937 Lisa Plaza,Hernandezhaven,Minnesota,(260)419-2849x4399,8087549431579512,2023-01-11 11:04:31.963758,8280,40295,10321
1698,False,316,2024-01-19 14:36:13.089542,0,Daniel Hampton,3808 Bryan Gateway Apt. 800,Christinastad,South Carolina,428.255.9525,5265599065222883,2023-06-13 11:40:03.416857,7327,61373,10322
9524,True,9904,2024-04-10 16:20:35.491534,879,William Vazquez,318 Jacqueline Island,Riosland,Nebraska,+1-387-370-6291x824,6537720737521421,2022-12-29 06:44:43.130194,7389,57258,10323
9277,True,5091,2024-01-26 11:33:20.740911,369,Victor Williams,9968 White Ridges,North George,Connecticut,453-882-5136x69274,1941813786432781,2023-02-22 01:15:04.663725,6023,94877,10324
2993,True,2634,2024-04-11 01:21:22.040741,9,Cheryl Lopez,40970 Melissa Crossing,Port Walter,South Dakota,(833)258-9191,9494855001252999,2020-05-07 13:40:16.429478,7933,97986,10325
8416,False,9363,2024-02-07 09:11:10.311638,825.0,Allison Lane,1423 Joshua Loaf Suite 737,Howardville,Georgia,001-866-625-6829x5933,4354286554334847,2020-11-29 11:40:37.859718,9872,54061,10326
761,False,2851,2024-02-12 23:42:08.347601,702540808,Joyce Palmer,9454 Cannon Drives Suite 992,Johnnyfort,New Mexico,674-453-0387x249,5516044728606202,2020-06-18 19:27:25.004761,3295,40295,10327
3123,False,5465,2024-01-26 02:36:11.722155,524,Michael Combs,909 Booth Mountain Apt. 297,Gibsonfurt,West Virginia,(578)255-5533,0466602471318103,2020-03-15 09:18:21.883677,5988,27935,10328
6327,False,5671,2024-01-14 18:33:12.624902,154612697,Amanda Gilbert,2236 Williams Center Apt. 557,South Andrew,Maryland,(525)316-2271,8375101735191109,2020-02-14 19:07:07.477192,7016,40295,10329
4942,False,1976,2024-02-07 20:27:47.077847,1,Bryan Adams,725 Carter Dam Apt. 812,Yorkmouth,Hawaii,(521)975-7384x7701,2012388853340568,2021-05-18 08:00:47.279802,8160,81344,10330
2309,False,4625,2024-03-14 22:47:08.260301,258978032,Kathryn Moyer,6857 Brooks Mews,West Christian,Illinois,981-355-3477,0941331806208890,2023-12-23 23:45:23.392272,9961,94877,10331
1048,True,4704,2024-04-02 00:16:58.585710,5528,Sharon Murphy,5584 Carney Loop,Luisport,Oregon,+1-920-598-1117,2354024215652944,2020-03-24 14:39:52.721927,694,97986,10332
9894,False,6477,2024-01-14 20:36:07.540085,2,Jeff Lee MD,76254 Watson Burg Suite 002,Garrisonmouth,Michigan,276-769-7208,6547526947883392,2022-03-03 10:55:34.176726,366,40295,10333
8456,False,3817,2024-01-06 00:10:37.692635,152955830,Zachary Romero,5217 Justin Circle Apt. 347,West Wesleyside,North Carolina,799.234.5156x7116,8647997803025506,2021-11-07 00:50:19.981328,899,80899,10334
8456,True,9466,2024-03-22 22:07:47.974396,65,Tanya Waller,540 Pratt Expressway,Nelsonton,South Carolina,452-587-6301,2178862879021231,2021-03-28 01:36:44.006889,7220,84034,10335
227,False,2460,2024-01-10 18:39:27.380554,205812171,Jonathan Wade,7224 Young Harbors Apt. 856,Clarkton,Vermont,(801)945-2661x8784,4101290930309047,2021-06-21 12:02:36.455278,6374,71186,10336
6365,True,3236,2024-03-04 14:45:15.503851,22,Tony Case,77069 Haas Mountain,South Joe,Colorado,391-509-3928,8208067587740140,2023-02-26 21:00:27.042669,5540,27935,10337
3549,True,874,2024-04-08 23:48:22.387300,15745241,Dennis Rivera II,0460 Michelle Springs Suite 710,North Kevin,Vermont,+1-471-229-3930,8620846637755596,2020-01-04 23:13:16.791062,5003,60657,10338
1666,True,6345,2024-03-19 23:07:34.441037,3331,Jennifer Garcia,17466 Brenda Plaza Suite 906,New Jeffreyburgh,Washington,001-566-714-1155x692,3918420114845366,2021-09-10 14:06:55.756681,2343,54061,10339
4364,True,6006,2024-02-23 15:06:57.551865,82,Melissa Richardson,981 Kane Pine,Jenniferport,Montana,001-813-332-7536,9806493659280251,2023-06-01 22:56:54.120184,7748,60657,10340
5478,False,289,2024-03-18 23:21:32.255577,33,Joseph Hill,981 Barry Point Apt. 984,Lynnland,West Virginia,+1-623-376-6851x69773,4885941183378488,2023-03-14 15:39:09.096410,9205,60657,10341
7062,True,8101,2024-03-26 19:48:11.339930,5807994,Reginald Walters,95325 Krystal Curve,Port Bradleyburgh,North Carolina,872-815-2753x14678,9739569736332297,2023-01-27 00:03:51.738999,2834,28960,10342
2808,False,7214,2024-03-11 08:01:36.372175,1375714.5,John Robinson,40353 Baker Island Suite 015,New Ralph,Colorado,(774)514-3503x72451,4854984402651540,2021-12-02 08:06:54.301053,723,92530,10343
4349,True,6491,2024-01-21 14:46:23.045044,29,Samuel Singleton,926 Elaine Dam Apt. 909,Jenniferstad,South Dakota,495-303-6844,1136661253912086,2022-03-20 22:08:19.515253,7672,84966,10344
5666,False,1131,2024-04-02 12:58:15.542948,7345,Noah Torres,3956 Dana Route,Williamstown,Wyoming,7469046769,4047784786629061,2022-01-09 05:27:06.648532,2753,71186,10345
4450,False,2335,2024-02-18 08:59:34.261290,0,David Griffin,9064 Miller Camp Apt. 738,Shawhaven,New Hampshire,001-618-751-2991,9465813061922410,2022-08-06 21:22:24.206457,3562,27935,10346
2921,True,9350,2024-03-02 03:47:15.730068,45,Angela Parks,2459 Padilla Point Suite 156,West Karenshire,Tennessee,709.322.1298x5588,3853852327768299,2023-05-03 06:57:31.339074,9909,54061,10347
8259,False,2643,2024-04-04 14:11:29.256595,98299,Stacy Brown,7782 Gonzales Drives,North Tammybury,Maine,205-922-0227,5252613573665312,2022-11-19 07:20:24.971269,6533,52272,10348
8747,False,3326,2024-03-18 10:43:53.875219,92532731,Jacob Roberson,8907 George Heights,Bradyfurt,Vermont,4297173530,9253319976067869,2022-04-17 01:37:23.939079,9329,84966,10349
6297,True,179,2024-02-03 05:13:09.970063,909979615,Krista Webb,979 Phyllis Station,East Lisa,Arkansas,(821)269-1426x70521,9699582927806671,2022-12-04 17:25:42.864146,9183,52272,10350
9319,True,9423,2024-03-23 09:11:05.338234,392443652,Robert Jones,8950 Foley Park Suite 256,Cabreraville,Oklahoma,239-526-6472x386,5001433598755687,2021-06-25 14:26:28.527821,485,57258,10351
2106,False,3303,2024-01-17 08:11:21.691032,5748869,Shawn Reynolds,5791 Rogers Road,Teresaton,Pennsylvania,001-688-405-7297,4436195332209073,2024-02-11 18:31:10.560149,545,92530,10352
5502,True,7601,2024-01-13 15:37:31.776742,5,Michael Munoz,674 Vance Mount,South Kristen,Oklahoma,+1-603-693-4520x3901,3207463123776635,2020-03-05 18:22:19.023225,4535,69674,10353
9235,False,5440,2024-04-03 07:04:16.880743,7872448,Amanda Rios,6209 Alexis Turnpike Suite 633,West Brianna,Hawaii,463-313-7586x38612,0390136462030253,2024-04-05 18:27:09.135272,5028,80899,10354
8605,False,1925,2024-03-04 16:07:08.558257,3181.5,Daniel Bauer,8679 Moody Field,East Frederick,New Hampshire,5428886857,3017390293003242,2021-11-20 20:08:35.553259,4627,28960,10355
2729,False,5124,2024-03-20 00:47:24.600012,8,Edward Adkins,63511 Horton Underpass Apt. 971,South Wendy,Connecticut,001-238-408-0789x498,4077605929332736,2023-06-17 20:43:05.170855,3281,57258,10356
3002,False,4516,2024-02-19 23:43:05.568607,144932712.0,Cheryl Fisher,354 Tony Crossroad Suite 351,New Lori,Georgia,(727)837-4873,2935717419350017,2022-02-12 19:21:41.029375,2918,84966,10357
5086,False,7287,2024-04-01 06:39:01.472685,28343,William Bradley,7543 Justin Extensions Apt. 625,Pettyburgh,Virginia,917-822-6234x3279,1242855144548187,2021-02-19 20:41:21.815928,9103,61373,10358
6056,True,6723,2024-03-19 12:26:28.393509,5,Kathleen Smith,4890 Davis Manor Apt. 739,New Tonyhaven,Alabama,452.433.0293x57365,7517996295614795,2023-09-28 23:41:20.573200,3131,41845,10359
2993,False,4658,2024-03-12 02:46:54.754368,8027,James Williams,647 Thomas Springs,New Jeffrey,Idaho,001-438-670-3330x98252,5089182660817619,2020-05-27 11:31:55.604302,4839,57258,10360
4665,True,8108,2024-04-02 23:30:38.370535,1401873,Tonya Henderson,0346 Julia Roads Suite 295,East Jessica,New Mexico,+1-261-970-6601,8899638563168544,2024-03-18 21:29:18.301238,7738,57258,10361
1876,False,5490,2024-02-19 07:36:03.459666,5085375,Theresa Sanders,32743 Sanchez Valley Apt. 940,East Gracefort,South Carolina,727-367-9772x548,1922970993366472,2020-07-01 21:54:51.463865,9833,29733,10362
4695,False,3287,2024-03-04 00:36:11.896601,1900033,Natasha Bennett,75294 Estrada Drive Apt. 084,Lindsaybury,Illinois,+1-983-866-6297x138,6713800938090963,2021-11-21 10:58:04.222856,8806,26093,10363
5941,False,6717,2024-02-09 08:46:27.608142,96156,Ashlee Adams,32581 Natalie Well Suite 441,Hayeston,Rhode Island,001-484-782-5379x518,4555802377666139,2020-10-11 02:29:53.149560,195,60657,10364
589,False,7015,2024-02-06 01:50:28.308743,446,David Fisher,0081 Lopez Isle Suite 862,New Michael,Arkansas,+1-898-264-1868,1036588186063077,2020-09-30 20:05:45.014074,9276,26093,10365
3651,False,9616,2024-02-18 22:18:46.593044,2318212,Matthew Liu,208 Daniel Viaduct Suite 688,North Madison,Montana,666.420.0418x07742,7047702220625229,2021-02-23 20:47:51.417050,9390,60657,10366
2638,False,5176,2024-01-14 14:21:34.046899,95,Michael Foster,2939 Kathy Rue,Lake Andrew,Ohio,+1-388-445-1605x6717,1698162602735720,2020-01-24 02:14:14.852915,844,41845,10367
475,False,7129,2024-02-23 08:58:26.321391,939,Elizabeth Smith,93690 Jacqueline Springs,New Madelineland,South Carolina,753-880-1105,3297334545657409,2023-02-11 23:14:49.128716,2794,52272,10368
3797,True,4814,2024-01-23 09:04:48.184276,66,William Hamilton,5025 Shea Summit Apt. 287,East Nicholasbury,Texas,(549)613-5110x9155,5664652350374765,2022-08-12 23:14:00.215285,4025,19694,10369
5655,False,8308,2024-03-02 22:04:28.278461,77,Patrick Martin,948 Patton Estate,Moodyshire,Wisconsin,(816)780-1978x230,7489899581118314,2020-04-19 21:22:00.838167,3433,80899,10370
807,True,7441,2024-01-25 23:09:42.503028,5,Mr. Jeffrey Serrano DDS,91641 Richard Plain Suite 665,North Christopher,Iowa,532-729-2845x91007,4004108841218848,2023-09-04 21:45:28.813506,8178,28960,10371
2728,False,7778,2024-02-11 06:47:08.165709,283278979,Robert Randall,4617 Bender Lodge Apt. 432,Whiteshire,Virginia,+1-566-233-0817,4668585217386908,2021-10-30 03:27:47.329158,4908,80899,10372
1726,False,4929,2024-02-27 12:55:40.646704,656426893,Benjamin Cantu,091 Phillips Vista Suite 820,Port Douglas,Montana,001-417-921-4495x0260,2478135872802271,2024-03-02 23:57:46.199456,45,27935,10373
1218,False,4939,2024-01-18 12:53:24.280100,5504,Paul Hogan,696 Russell Extension,New Michaelville,Indiana,302.629.5755x17042,9175027937873861,2023-05-02 14:46:02.229236,8958,54061,10374
3451,False,9427,2024-02-01 17:43:04.393150,233619,Scott Simpson,31998 Kayla Track Apt. 128,North Matthew,Massachusetts,(240)594-2836,6419838541809885,2022-10-07 15:50:15.401818,3685,60657,10375
8777,False,1680,2024-04-02 09:55:05.291955,585190021,Crystal Vaughan,8683 Kathryn Summit Suite 630,Taylorport,Wisconsin,001-298-648-3338x53157,8181144043107431,2022-01-24 22:31:26.583631,179,29733,10376
1071,True,556,2024-02-23 15:47:00.225093,990221,Manuel Cox,17494 Roger Ford Suite 653,South Ashley,Alaska,001-617-618-5514x977,5149646049808815,2020-04-29 23:45:00.130662,1539,71186,10377
6390,True,2427,2024-03-05 13:40:15.066154,102,Justin Moore,45717 Campbell Key,Port Gloriahaven,Oregon,+1-294-940-8423x068,5857060815286484,2024-04-08 23:01:15.986215,1668,80899,10378
8152,False,945,2024-04-01 20:05:59.515398,329057115,Hannah Christensen MD,9990 Robert Corners Apt. 256,Ashleyside,Utah,334.608.4699x195,6708582999270227,2020-08-03 11:05:28.812806,5802,41845,10379
6673,False,6651,2024-03-08 17:25:15.676816,665429167,Melanie Warren,66106 David Valley Apt. 468,Ellisberg,Connecticut,615.888.6505,0349500941436143,2024-02-04 07:07:18.634780,2502,81344,10380
1373,True,5286,2024-01-25 19:01:43.465360,79967,Bradley Moody,8053 Solis Knoll Suite 206,Littleton,Utah,+1-418-936-1203x870,3311890867848757,2022-02-14 10:45:54.153157,3019,84966,10381
17,False,276,2024-02-19 09:06:15.092117,724,Robert Lyons,7859 Martin Shores Apt. 059,Derrickton,Minnesota,001-816-847-7931x6145,0189161707574758,2023-12-21 17:39:28.790436,9740,29733,10382
4772,True,8380,2024-03-27 16:35:07.488945,987716552,Paula French,6759 Bennett Stravenue Apt. 822,New Emily,Michigan,489.974.4973,3872840062370086,2024-02-13 07:07:18.112691,4808,29733,10383
1315,True,8314,2024-03-04 07:22:07.778561,59,Joseph Anderson,344 Keith Common,East Brianmouth,Pennsylvania,001-542-829-4749x68708,6192503599588677,2021-01-26 05:45:39.437532,9988,61373,10384
9484,False,9012,2024-04-02 19:29:46.678061,77615783,Shaun Miller,406 Hernandez Avenue,Wilsonburgh,Utah,5762438921,6112244957006864,2023-10-20 08:23:49.358790,4058,61373,10385
6652,True,7393,2024-04-02 21:38:43.233137,62,Anthony Coffey,878 Espinoza Summit Suite 040,New Ashleyton,Oklahoma,(454)919-4060x4285,6624348649032055,2023-07-04 10:00:03.693831,1012,94877,10386
7380,False,2942,2024-01-08 06:24:20.555593,864,Daniel Harmon,60836 Wood Islands Apt. 371,Moorebury,Alaska,436-232-7466,5659013427320024,2022-05-22 01:51:03.366965,7196,79023,10387
5870,False,1238,2024-01-28 04:46:39.232778,6534858,Susan Lucas,22531 Kelsey Camp,Fordborough,Colorado,917-604-9244x134,4006440127804204,2023-04-16 22:06:22.762550,8574,52272,10388
8459,False,3696,2024-02-12 17:57:35.183810,5747,Jacob Williams,99675 Perez Parks Apt. 862,New Johnburgh,Texas,001-419-497-5098x28951,7567088039146105,2022-03-09 23:53:20.432858,5979,71186,10389
657,True,1371,2024-01-24 02:53:15.771156,15818,Andrew Vega,799 Rebecca Mills,West Lisa,North Carolina,306-642-2015x516,0468054551019753,2020-02-24 01:25:30.072718,5060,26122,10390
2707,True,3661,2024-01-10 17:06:19.134232,85336,Patrick Taylor,8505 Perry Ports Apt. 510,Lake Lindaberg,Rhode Island,001-866-569-0303x81397,9013408824140394,2024-01-01 11:13:30.157721,349,27935,10391
8676,True,1005,2024-01-18 11:57:38.352444,8580454,Tonya Lawrence,3967 Lacey Spur,Richardland,Kentucky,+1-266-835-8407x8958,7098234778516283,2022-10-13 05:13:22.551023,4163,92530,10392
8871,False,7796,2024-04-04 09:28:28.731941,189953311,Shelley Robinson,933 Hughes Locks,Greenland,Massachusetts,252-828-2590x402,3049238318351647,2021-04-08 08:03:02.121295,713,26122,10393
6176,True,5149,2024-03-07 20:57:36.443284,434944,Henry Morgan,968 Chavez Springs Apt. 719,North Daniel,Virginia,001-376-961-6630,4614339775884471,2021-07-27 07:46:46.656754,7469,27935,10394
4489,True,9055,2024-02-29 14:12:11.486354,87,Miguel Stanley,995 Schmidt Corners Suite 870,New Thomas,Pennsylvania,668.294.1192x928,9590827729112317,2020-06-21 19:54:49.961272,8434,28960,10395
8587,True,7322,2024-03-30 17:25:09.099343,39,Andrew Serrano,6372 Morgan Shoal Apt. 091,West Elizabeth,Oregon,+1-753-351-1892x59567,5261608837068279,2023-12-05 12:57:12.430887,9385,52272,10396
1708,False,367,2024-03-28 16:05:36.402936,90062,Shannon Long,8165 Pamela Vista,Goodwinhaven,Vermont,+1-366-680-1225x8585,9558847836207388,2022-10-28 08:39:22.098802,2788,27935,10397
2565,True,1091,2024-04-04 23:51:29.961187,96,Richard Skinner,16173 Ann Mountain,Port Jasonborough,Utah,203.397.9084x600,8715848166501986,2023-04-05 00:33:02.577596,5902,26122,10398
4718,True,6899,2024-03-30 14:30:11.192317,439720674,Steven Morris,8208 Evans Common Apt. 800,Port Karaside,Oregon,+1-452-996-8699x768,3585482502934641,2022-02-26 23:02:03.520702,8660,69674,10399
4389,False,1921,2024-01-18 15:33:38.227449,32454,Cheryl Smith,17570 Rivera Pass Suite 370,South Jerryhaven,Texas,(216)303-9200x2445,9246988965403255,2020-08-16 18:36:43.167640,539,60657,10400
5580,True,8628,2024-02-11 14:22:26.752377,662,Michelle Horton,57659 Navarro Cliffs Apt. 999,South Ronald,Michigan,629-856-2330,2373370731622469,2022-07-31 08:22:33.766237,9696,84034,10401
6921,True,4994,2024-02-16 08:36:52.928752,74742,Christian Miller,346 Brock Place Apt. 108,Scottton,New York,368.853.1893,2188048686761534,2020-12-24 21:03:10.798592,509,19694,10402
7385,False,1523,2024-03-30 08:44:02.914428,952,Mr. Joseph Garcia,485 Cruz Fields,Jamesfort,Alabama,+1-518-224-6635x874,8360152405348165,2020-04-06 06:46:52.905500,1203,80899,10403
3658,False,1122,2024-01-27 01:20:13.719426,769,Valerie Beck,76924 Michael Square Apt. 390,West Andrew,Delaware,774.912.5875,0796878470895784,2020-11-12 11:34:29.282973,9400,54061,10404
5539,True,2621,2024-04-10 06:31:30.683947,5355678,Nina Campbell,1978 Snow Shoals Suite 383,Robertoland,Massachusetts,+1-682-537-9037x464,7765871570016719,2021-03-03 08:45:00.023242,6239,71186,10405
2350,False,3774,2024-02-20 04:06:30.973007,9,Ruth Vasquez,0792 Karen Land,Port Cheryltown,Montana,926.854.6134x87073,7542279616355348,2021-10-22 02:25:33.080319,4498,28960,10406
9425,False,9022,2024-02-16 14:29:49.434340,95,Dr. Michael Mack DDS,07590 Gary Fort,Lake Taylor,Minnesota,240-602-7103x316,7350256306037308,2021-06-06 00:48:33.874846,7627,60657,10407
9204,False,4809,2024-04-03 19:31:33.369851,103287.0,Albert Gilbert,06466 Tina Lake Suite 008,East Joshuahaven,Utah,001-815-291-3671x87620,1511798384582889,2024-01-09 09:41:05.172397,4989,26122,10408
147,True,842,2024-03-14 20:19:15.335100,8880,William Michael,25967 Courtney Circles,Jordanville,Montana,+1-500-690-2520x267,1501291839249170,2022-03-12 17:44:03.440715,1045,94877,10409
1893,True,2675,2024-03-21 21:50:48.426673,7221,Marcus Hubbard,56390 Brandon Light Apt. 348,New Leonard,Louisiana,+1-622-396-5095x185,7125739118839073,2020-10-05 02:44:34.033432,9333,61373,10410
3268,True,8475,2024-01-20 09:54:21.423546,12,Mary Carr,20240 Kelly Rue Suite 126,Jonesmouth,Connecticut,980.467.7629x623,1893054486149025,2022-05-01 16:21:23.532036,4502,69674,10411
7215,False,3194,2024-03-01 11:56:56.123217,8,Emily Wilson,807 David Rapids,Andrewside,New Mexico,001-343-469-4777x01986,3791273301405365,2020-02-28 18:20:22.173353,9448,40295,10412
1172,True,8431,2024-01-01 13:10:11.281210,42109,Stacey Walters,571 Sanders Throughway,Angelstad,Missouri,678-449-1374x624,9579489845887939,2021-04-30 14:04:17.485360,7080,84966,10413
1625,False,4018,2024-03-28 09:04:52.823950,859779,Jennifer Archer,89809 Tara Square,Hardingfort,Wyoming,+1-764-668-7754x1008,9297141492062563,2022-12-18 11:13:22.977512,9258,41845,10414
6839,False,3017,2024-01-27 11:57:53.302280,293988.0,Zachary Hatfield,2622 Walter Haven,North Nancy,Vermont,726.663.4570,9544646310356380,2021-05-26 02:00:44.992139,8259,80899,10415
3615,False,7642,2024-01-20 02:50:00.673957,406684675,Austin Mcdaniel,1023 Smith Brook Apt. 495,North Davidport,California,958-362-6579x978,8746314067216200,2021-10-03 11:32:23.268911,9105,40295,10416
9248,True,577,2024-03-14 14:31:56.186451,243623237,Monica Williams,551 Holly Union Apt. 044,East Ashley,Texas,541-996-8216x578,0079548268112868,2022-07-12 14:15:53.149325,3311,92530,10417
6553,True,4778,2024-01-05 08:44:28.095044,92897,Sarah Romero,505 Turner Branch Apt. 719,South Danielshire,Delaware,960.261.8481,5132399991211480,2023-08-28 11:59:39.040122,8990,84034,10418
7215,False,6823,2024-01-30 11:35:42.351666,13759.5,Kathleen Washington,49932 King Mews,New Michelle,West Virginia,9928338512,8466843933779662,2020-02-14 20:46:15.727166,242,27935,10419
9234,True,2975,2024-01-27 19:07:50.570205,5,Craig Bell,974 Kevin Shore,Ellisport,Mississippi,539-433-1979,0614960627416793,2020-05-15 12:48:15.122132,2025,92530,10420
9084,True,2150,2024-02-03 22:47:16.330535,428174622,Mitchell Sanchez,98084 Moore View,Paigemouth,Georgia,4482503972,7079128074573966,2023-02-26 05:32:50.151960,1440,19694,10421
696,False,9938,2024-03-19 19:43:27.040237,74791843,Jessica Johnson,924 Jones Brooks Apt. 463,Vanessaborough,Delaware,493.354.6659x64287,6972942007801621,2021-02-03 15:56:37.424676,6013,71186,10422
237,True,7671,2024-01-10 14:12:52.968126,34356,Breanna Rose,25102 Russell Parkways Suite 454,Spencerside,Kentucky,256-978-9673x6481,7388320828687391,2021-12-19 12:11:03.588574,8208,69674,10423
1898,False,563,2024-03-30 11:46:29.920164,904972,Stephen Sampson,944 Carol Hills,New Reneeshire,Kentucky,458.393.6093x720,8837791292118378,2023-05-20 04:34:59.537447,3426,52272,10424
3331,True,8081,2024-02-10 04:44:22.564733,676,Sabrina Carter,06699 James Garden Apt. 616,Port Rebecca,West Virginia,8413431488,8313293101691412,2023-09-25 04:12:47.629184,9422,57258,10425
216,False,9621,2024-01-17 12:21:30.159009,69422065,Tommy Rios,4505 Montgomery Springs,Shelleyborough,Utah,001-672-795-8239x2889,1050669899690529,2020-07-11 09:56:18.137996,2367,29733,10426
7109,True,6312,2024-02-22 20:03:22.924618,6,William Oconnor,94809 Patricia Street Apt. 509,Peterstown,New York,276.239.5949,4120993548573540,2023-10-20 20:00:07.082437,3442,69674,10427
6974,True,4540,2024-02-12 22:42:33.090523,117798066,Tina Moore,8685 Leslie Plains,South Donna,Missouri,294.858.0862x4129,7535039289845922,2022-07-18 10:03:32.994159,6403,84034,10428
9696,True,776,2024-02-07 19:15:00.138030,919549129,Reginald Shields,2497 Reyes Lodge,West Phillipshire,New Hampshire,001-924-819-2389x259,5293232536289505,2021-07-12 09:27:23.216083,9150,84966,10429
9940,False,9015,2024-03-17 16:10:30.484391,370294184,Michael Yu,7958 John View Suite 302,Johnchester,West Virginia,(345)270-0149x3021,8644433103645200,2020-02-18 21:03:09.736487,1177,71186,10430
3491,True,5972,2024-02-28 22:26:13.719163,89,Jenna Huang DDS,1900 Martinez Ports Apt. 821,Davismouth,Iowa,7452889115,7783934526219995,2020-06-01 17:53:21.759752,2036,92530,10431
9178,True,8929,2024-04-07 10:09:42.721224,6218508,Carolyn Moss,95957 Bell Plains,East Hayleyside,Nevada,(592)982-0756x126,8855180403684102,2022-11-26 01:44:54.939011,3522,57258,10432
5567,False,668,2024-01-02 13:28:27.694645,71,Angie Huerta,58033 Young Common Apt. 613,New Emilyland,Vermont,(620)334-1159x7569,5945511834448575,2023-12-25 18:14:49.489858,7491,29733,10433
2648,True,3007,2024-03-05 12:58:07.716428,3474477,Robert Moore,1569 Amy Path Suite 749,East Darrenmouth,Arizona,+1-745-789-2730x01227,8068499697058013,2021-10-30 20:37:36.643376,9543,60657,10434
9631,True,6763,2024-04-07 07:12:23.365919,2058,Catherine Sims,7039 Krueger Islands Suite 834,West Lisatown,Minnesota,(834)589-7582x1519,1688362418264655,2023-09-24 05:57:27.656450,7268,97986,10435
2789,True,7675,2024-03-02 06:41:26.972535,7,Alexis Price,13305 Jonathan Green,Nicholasville,Maryland,676.655.9477,1664706601076326,2021-01-03 19:49:21.588014,8295,27935,10436
